CVE ID,Title,Description,Technology Area,Vulnerability Type,Access Vector,CVSS Rating,CVSS Score,CVSS String,Affected Chipsets,Affected Software Versions,Bulletin Date,Source URL
CVE-2025-71251,Improper Input Validation in Modem IMS,"In IMS, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,cwe-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T610/T618/T7200/T7225/T7250/T7255/T7280/T7300/T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-05-06,https://www.unisoc.com/en/support/product-security-bulletin/2051837111148138498
CVE-2025-71252,Improper Input Validation in Modem IMS,"In Modem IMS, there is a possible improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T610/T618/T7200/T7225/T7250/T7255/T7280/T7300/T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-05-06,https://www.unisoc.com/en/support/product-security-bulletin/2051837111148138498
CVE-2025-71253,Improper Input Validation in Modem IMS,"In Modem IMS, there is a possible improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T610/T618/T7200/T7225/T7250/T7255/T7280/T7300/T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-05-06,https://www.unisoc.com/en/support/product-security-bulletin/2051837111148138498
CVE-2025-71254,Improper Input Validation in Modem IMS,"In Modem IMS, there is a possible improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T610/T618/T7200/T7225/T7250/T7255/T7280/T7300/T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-05-06,https://www.unisoc.com/en/support/product-security-bulletin/2051837111148138498
CVE-2025-71255,Improper Input Validation in Modem IMS,"In Modem IMS, there is a possible improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T610/T618/T7200/T7225/T7250/T7255/T7280/T7300/T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-05-06,https://www.unisoc.com/en/support/product-security-bulletin/2051837111148138498
CVE-2025-71256,Improper Input Validation in nr Modem,"In nr modem, there is a possible improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-05-06,https://www.unisoc.com/en/support/product-security-bulletin/2051837111148138498
CVE-2025-61611,"Improper Input Validation,in modem","In modem, there is a possible improper input validation. This could lead to remote denial of service with no additional execution privileges needed",Modem,cwe-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,UDX710,Yocto,2026-03-01,https://www.unisoc.com/en/support/product-security-bulletin/2030931971226652673
CVE-2025-61612,"Improper Input Validation,in nr modem","In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed",Modem,cwe-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T7300/T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-03-01,https://www.unisoc.com/en/support/product-security-bulletin/2030931971226652673
CVE-2025-61613,"Improper Input Validation,in nr modem","In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed",Modem,cwe-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-03-01,https://www.unisoc.com/en/support/product-security-bulletin/2030931971226652673
CVE-2025-61614,"Improper Input Validation,in nr modem","In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed",Modem,cwe-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T7300/T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-03-01,https://www.unisoc.com/en/support/product-security-bulletin/2030931971226652673
CVE-2025-61615,"Improper Input Validation,in nr modem","In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed",Modem,cwe-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-03-01,https://www.unisoc.com/en/support/product-security-bulletin/2030931971226652673
CVE-2025-61616,"Improper Input Validation,in nr modem","In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed",Modem,cwe-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-03-01,https://www.unisoc.com/en/support/product-security-bulletin/2030931971226652673
CVE-2025-69278,"Improper Input Validation,in nr modem","In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed",Modem,cwe-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T7300/T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-03-01,https://www.unisoc.com/en/support/product-security-bulletin/2030931971226652673
CVE-2025-69279,"Improper Input Validation,in nr modem","In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed",Modem,cwe-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T9100/T8200/T8300,Android13/Android14/Android15/Android16,2026-03-01,https://www.unisoc.com/en/support/product-security-bulletin/2030931971226652673
CVE-2025-61610,Improper Input Validation in nr modem,"In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T8200/T8300/T9100,Android13/Android14/Android15/Android16,2025-12-01,https://www.unisoc.com/en/support/product-security-bulletin/1995394778865586178
CVE-2025-61609,Improper Input Validation in modem,"In modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T8200/T8300/T9100,Android13/Android14/Android15/Android16,2025-12-01,https://www.unisoc.com/en/support/product-security-bulletin/1995394778865586178
CVE-2025-61608,Improper Input Validation in nr modem,"In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T8200/T8300/T9100,Android13/Android14/Android15/Android16,2025-12-01,https://www.unisoc.com/en/support/product-security-bulletin/1995394778865586178
CVE-2025-61607,Improper Input Validation in nr modem,"In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T8200/T8300/T9100,Android13/Android14/Android15/Android16,2025-12-01,https://www.unisoc.com/en/support/product-security-bulletin/1995394778865586178
CVE-2025-61619,Improper Input Validation in nr modem,"In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T8200/T8300/T9100,Android13/Android14/Android15/Android16,2025-12-01,https://www.unisoc.com/en/support/product-security-bulletin/1995394778865586178
CVE-2025-61618,Improper Input Validation in nr modem,"In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T8200/T8300/T9100,Android13/Android14/Android15/Android16,2025-12-01,https://www.unisoc.com/en/support/product-security-bulletin/1995394778865586178
CVE-2025-61617,Improper Input Validation in nr modem,"In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T8200/T8300/T9100,Android13/Android14/Android15/Android16,2025-12-01,https://www.unisoc.com/en/support/product-security-bulletin/1995394778865586178
CVE-2025-3012,Out-of-bounds Read in dpc modem,"In dpc modem, there is a possible system crash due to null pointer dereference. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-125 Out-of-bounds Read,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T8200/T8300/T9100,Android13/Android14/Android15/Android16,2025-12-01,https://www.unisoc.com/en/support/product-security-bulletin/1995394778865586178
CVE-2025-11133,Improper Input Validation in nr modem,"In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T8200/T8300/T9100,Android13/Android14/Android15/Android16,2025-12-01,https://www.unisoc.com/en/support/product-security-bulletin/1995394778865586178
CVE-2025-11132,Improper Input Validation in nr modem,"In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T8200/T8300/T9100,Android13/Android14/Android15/Android16,2025-12-01,https://www.unisoc.com/en/support/product-security-bulletin/1995394778865586178
CVE-2025-11131,Improper Input Validation in nr modem,"In nr modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T8100/T8200/T8300/T9100,Android13/Android14/Android15/Android16,2025-12-01,https://www.unisoc.com/en/support/product-security-bulletin/1995394778865586178
CVE-2025-31719,Improper Initialization in TEE EcDSA algorithm,"In TEE EcDSA algorithm, there is a possible memory consistency issue. This could lead to generated incorrect signature results with low probability.",TEE,CWE-665 Improper Initialization,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T750/T765/T760/T770/T820/S8000/T8300/T9300,Android13/Android14/Android15/Android16,2025-11-01,https://www.unisoc.com/en/support/product-security-bulletin/1987691964768964610
CVE-2025-31718,Improper Input Validation in modem,"In modem, there is a possible system crash due to improper input validation. This could lead to remote escalation of privilege with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T606/T612/T616/T750/T765/T760/T770/T820/S8000/T8300/T9300,Android13/Android14/Android15/Android16,2025-10-01,https://www.unisoc.com/en/support/product-security-bulletin/1976557548919312385
CVE-2025-31717,Improper Input Validation in modem,"In modem, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T750/T765/T760/T770/T820/S8000/T8300/T9300,Android13/Android14/Android15/Android16,2025-10-01,https://www.unisoc.com/en/support/product-security-bulletin/1976557548919312385
CVE-2025-31716,Stack-based Buffer Overflow in bootloader,"In bootloader, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed.",Bootloader,CWE-121 Stack Overflow,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T750/T765/T760/T770/T820/S8000,Android13/Android14/Android15,2025-08-29,https://www.unisoc.com/en/support/product-security-bulletin/1962824241282969602
CVE-2025-31715,Improper Neutralization of Special Elements used in a Command ('Command Injection') in vowifi service,"In vowifi service, there is a possible command injection due to improper input validation. This could lead to remote escalation of privilege with no additional execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Network,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,SL8521E/SL8521ET/ SL8541E/UIS8141E/UWS6137/UWS6137E/UWS6151(E)/UWS6152,Mocor5/Andorid8.1/Andorid9,2025-07-31,https://www.unisoc.com/en/support/product-security-bulletin/1962821562091597826
CVE-2025-31714,Improper Input Validation in Developer Tools,"In Developer Tools, there is a possible missing verification incorrect input. This could lead to local escalation of privilege with no additional execution privileges needed.",Android,CWE-20 Improper Input Validation,Physical,Medium,6.8,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,SL8521E/SL8521ET/ SL8541E/UIS8141E/UWS6137/UWS6137E/UWS6151(E)/UWS6152,Mocor5/Andorid8.1/Andorid9,2025-07-31,https://www.unisoc.com/en/support/product-security-bulletin/1962821562091597826
CVE-2025-31713,Improper Neutralization of Special Elements used in a Command ('Command Injection') in engineer mode service,"In engineer mode service, there is a possible command injection due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Local,High,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,SL8521E/SL8521ET/ SL8541E/UIS8141E/UWS6137/UWS6137E/UWS6151(E)/UWS6152,Mocor5/Andorid8.1,2025-07-31,https://www.unisoc.com/en/support/product-security-bulletin/1962821562091597826
CVE-2025-31712,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow') in cplog service,"In cplog service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-120 Buffer Copy without Checking Size of Input,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T750/T765/T760/T770/T820/S8000/T8300/T9300,Android13/Android14/Android15,2025-06-30,https://www.unisoc.com/en/support/product-security-bulletin/1962807136177254401
CVE-2025-31711,NULL Pointer Dereference in cplog service,"In cplog service, there is a possible system crash due to null pointer dereference. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-476 NULL Pointer Dereference,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T750/T765/T760/T770/T820/S8000/T8300/T9300,Android13/Android14/Android15,2025-06-30,https://www.unisoc.com/en/support/product-security-bulletin/1962807136177254401
CVE-2025-31710,Improper Neutralization of Special Elements used in a Command ('Command Injection') in engineermode service,"In engineermode service, there is a possible command injection due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Local,Medium,5.9,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,SC9863A/T606/T612/T616/T750/T765/T760/T770/T820/S8000/T8300/T9300,Android13/Android14/Android15,2025-06-30,https://www.unisoc.com/en/support/product-security-bulletin/1962807136177254401
CVE-2024-39442,Missing Authorization in sprd ssense service,"In sprd ssense service, there is a possible missing permission check. This could lead to local information disclosure with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T750/T765/T760/T770/T820/S8000/T8300/T9300,Android13/Android14/Android15,2025-05-30,https://www.unisoc.com/en/support/product-security-bulletin/1962804268867153921
CVE-2024-39441,Exposure of Sensitive Information to an Unauthorized Actor in wifi display,"In wifi display, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed.",Android,CWE-200 Information Disclosure,Local,High,7.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,T310/T606/T612/T616/T610/T618/T750/T765/T760/T770/T820/S8000,Android13/Android14/Android15,2025-02-01,https://www.unisoc.com/en/support/product-security-bulletin/1902334131715072001
CVE-2024-39440,NULL Pointer Dereference in DRM service,"In DRM service, there is a possible system crash due to null pointer dereference. This could lead to local denial of service with System execution privileges needed.",Android,CWE-476 NULL Pointer Dereference,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android13/Android14,2024-10-01,https://www.unisoc.com/en/support/product-security-bulletin/1902299187609493506
CVE-2024-39439,Out-of-bounds Write in DRM service,"In DRM service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,cwe-787 Out-of-bounds Write,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android13/Android14,2024-10-01,https://www.unisoc.com/en/support/product-security-bulletin/1902299187609493506
CVE-2024-39438,Improper Neutralization of Special Elements used in a Command ('Command Injection') in linkturbonative service,"In linkturbonative service, there is a possible command injection due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed.",Android,CWE-77 Command Injection,Local,Medium,6.5,CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android13/Android14,2024-10-01,https://www.unisoc.com/en/support/product-security-bulletin/1902299187609493506
CVE-2024-39437,Improper Neutralization of Special Elements used in a Command ('Command Injection') in linkturbonative service,"In linkturbonative service, there is a possible command injection due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed.",Android,CWE-77 Command Injection,Local,Medium,6.5,CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android13/Android14,2024-10-01,https://www.unisoc.com/en/support/product-security-bulletin/1902299187609493506
CVE-2024-39436,Improper Neutralization of Special Elements used in a Command ('Command Injection') in linkturbonative service,"In linkturbonative service, there is a possible command injection due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed.",Android,CWE-77 Command Injection,Local,Medium,6.5,CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android13/Android14,2024-10-01,https://www.unisoc.com/en/support/product-security-bulletin/1902299187609493506
CVE-2024-39435,Improper Neutralization of Special Elements used in a Command ('Command Injection') in Logmanager service,"In Logmanager service, there is a possible missing verification incorrect input. This could lead to local escalation of privilege with no additional execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Local,Medium,6.5,CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-09-03,https://www.unisoc.com/en/support/product-security-bulletin/1902280797914292225
CVE-2024-39434,Out-of-bounds Read in drm service,"In drm service, there is a possible out of bounds read due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-125 Out-of-bounds Read,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android13/Android14,2024-09-03,https://www.unisoc.com/en/support/product-security-bulletin/1902280797914292225
CVE-2024-39433,Out-of-bounds Write in drm service,"In drm service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-121 Out-of-bounds write,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android13/Android14,2024-09-03,https://www.unisoc.com/en/support/product-security-bulletin/1902280797914292225
CVE-2024-39432,Stack-based Buffer Overflow in UMTS RLC driver,"In UMTS RLC driver, there is a possible out of bounds read due to a missing bounds check. This could lead to remote denial of service with System execution privileges needed.",Adjacent,CWE-121 Stack Overflow,Adjacent,High,8.3,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-09-03,https://www.unisoc.com/en/support/product-security-bulletin/1902280797914292225
CVE-2024-39431,Stack-based Buffer Overflow in UMTS RLC driver,"In UMTS RLC driver, there is a possible out of bounds write due to a missing bounds check. This could lead to remote denial of service with System execution privileges needed.",Modem,CWE-121 Out-of-bounds write,Adjacent,High,8.3,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-09-03,https://www.unisoc.com/en/support/product-security-bulletin/1902280797914292225
CVE-2024-39430,Out-of-bounds Write in faceid servive,"In faceid servive, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618,Android12,2024-07-01,https://www.unisoc.com/en/support/product-security-bulletin/1807578777744637953
CVE-2024-39429,Out-of-bounds Write in faceid servive,"In faceid servive, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618,Android12,2024-07-01,https://www.unisoc.com/en/support/product-security-bulletin/1807578777744637953
CVE-2024-39428,Out-of-bounds Write in trusty service,"In trusty service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Local,Medium,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-07-01,https://www.unisoc.com/en/support/product-security-bulletin/1807578777744637953
CVE-2024-39427,Out-of-bounds Write in trusty service,"In trusty service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-07-01,https://www.unisoc.com/en/support/product-security-bulletin/1807578777744637953
CVE-2023-52536,Out-of-bounds Read in faceid service,"In faceid service, there is a possible out of bounds read due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-125 Out-of-bounds Read,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-04-08,https://www.unisoc.com/en/support/product-security-bulletin/1777151378649579521
CVE-2023-52535,Improper Input Validation in vsp driver,"In vsp driver, there is a possible missing verification incorrect input. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-20 Improper Input Validation,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T610/T618,Android12/Android13,2024-04-08,https://www.unisoc.com/en/support/product-security-bulletin/1777151378649579521
CVE-2023-52534,Improper Check or Handling of Exceptional Conditions in ngmm,"In ngmm, there is a possible undefined behavior due to incorrect error handling. This could lead to remote denial of service with no additional execution privileges needed.",Modem,CWE-703 Improper Check or Handling of Exceptional Conditions,Network,Medium,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,T760/T770/T820/S8000,Android12/Android13/Android14,2024-04-08,https://www.unisoc.com/en/support/product-security-bulletin/1777151378649579521
CVE-2023-52533,Unchecked Error Condition in modem-ps-nas-ngmm,"In modem-ps-nas-ngmm, there is a possible undefined behavior due to incorrect error handling. This could lead to remote information disclosure no additional execution privileges needed.",Modem,CWE-391 Unchecked Error Condition,Network,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,T760/T770/T820/S8000,Android12/Android13/Android14,2024-04-08,https://www.unisoc.com/en/support/product-security-bulletin/1777151378649579521
CVE-2024-23658,Use After Free in camera driver,"In camera driver, there is a possible use after free due to a logic error. This could lead to local denial of service with System execution privileges needed.",Kernel,CWE-416 Use After Free,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-52352,Missing Authorization in Network Adapter Service,"In Network Adapter Service, there is a possible missing permission check. This could lead to local denial of service with no additional execution privileges needed.",Android,cwe-862 Missing Authorization,Local,Medium,6.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-52351,Out-of-bounds Write in ril service,"In ril service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
