CVE ID,Title,Description,Technology Area,Vulnerability Type,Access Vector,CVSS Rating,CVSS Score,CVSS String,Affected Chipsets,Affected Software Versions,Bulletin Date,Source URL
CVE-2022-48233,Stack Overflow in FM service,"In FM service , there is a possible missing params check. This could lead to local denial of service in FM service .",Android,CWE-121 Stack Overflow,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48234,Stack Overflow in FM service,"In FM service , there is a possible missing params check. This could lead to local denial of service in FM service .",Android,CWE-121 Stack Overflow,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47490,Missing Authorization in Soter service,"In soter service, there is a possible missing permission check. This could lead to local denial of service with no additional execution privileges.",Android,CWE-862 Missing Authorization,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47492,Missing Authorization in Soter service,"In soter service, there is a possible missing permission check. This could lead to local denial of service with no additional execution privileges.",Android,CWE-862 Missing Authorization,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47493,Missing Authorization in Soter service,"In soter service, there is a possible missing permission check. This could lead to local denial of service with no additional execution privileges.",Android,CWE-862 Missing Authorization,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48231,NULL Pointer Dereference in Soter service,"In soter service, there is a possible missing permission check. This could lead to local denial of service with no additional execution privileges.",Android,CWE-476 NULL Pointer Dereference,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47489,Integer Overflow in Soter service,"In soter service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-190 Integer Overflow,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47491,Classic Buffer Overflow in Soter service,"In soter service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-120 Classic Buffer Overflow,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47494,Classic Buffer Overflow in Soter service,"In soter service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-120 Classic Buffer Overflow,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47495,Classic Buffer Overflow in Soter service,"In soter service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-120 Classic Buffer Overflow,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47496,Classic Buffer Overflow in Soter service,"In soter service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-120 Classic Buffer Overflow,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47497,Classic Buffer Overflow in Soter service,"In soter service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-120 Classic Buffer Overflow,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47498,Classic Buffer Overflow in Soter service,"In soter service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-120 Classic Buffer Overflow,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47499,Classic Buffer Overflow in Soter service,"In soter service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-120 Classic Buffer Overflow,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48235,Out-of-bounds read in MP3 encoder,"In MP3 encoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-125 Out-of-bounds Read,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48236,Out-of-bounds read in MP3 encoder,"In MP3 encoder, there is a possible out of bounds read due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-125 Out-of-bounds Read,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48237,Classic Buffer Overflow in Image Filter,"In Image filter, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Kernel,CWE-120 Classic Buffer Overflow,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48238,Classic Buffer Overflow in Image Filter,"In Image filter, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Kernel,CWE-125 Out-of-bounds Read,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48240,Out-of-bounds Write in camera driver,"In camera driver, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Kernel,CWE-787 Out-of-bounds Write,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48241,NULL Pointer Dereference in telephony service,"In telephony service, there is a possible missing permission check. This could lead to local denial of service with no additional execution privileges.",Android,CWE-476 NULL Pointer Dereference,Local,Medium,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48242,Information Disclosure in telephony service,"In telephony service, there is a possible missing permission check. This could lead to local information disclosure with no additional execution privileges.",Android,CWE-200 Information Disclosure,Local,Medium,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48243,Missing Authorization in audio service,"In audio service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Audio,CWE-862 Missing Authorization,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48244,Missing Authorization in audio service,"In audio service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Audio,CWE-862 Missing Authorization,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48245,Missing Authorization in audio service,"In audio service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Audio,CWE-862 Missing Authorization,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48246,Missing Authorization in audio service,"In audio service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Audio,CWE-862 Missing Authorization,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48247,Missing Authorization in audio service,"In audio service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Audio,CWE-862 Missing Authorization,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48248,Missing Authorization in audio service,"In audio service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Audio,CWE-862 Missing Authorization,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48249,Missing Authorization in audio service,"In audio service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Audio,CWE-862 Missing Authorization,Local,Medium,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48250,Missing Authorization in audio service,"In audio service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Audio,CWE-862 Missing Authorization,Local,Medium,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48368,Missing Authorization in audio service,"In audio service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Audio,CWE-862 Missing Authorization,Local,Medium,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48369,Missing Authorization in audio service,"In audio service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Audio,CWE-862 Missing Authorization,Local,Medium,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48370,Information Disclosure in dialer service,"In dialer service, there is a possible missing permission check. This could lead to local information disclosure with no additional execution privileges.",Android,CWE-200 Information Disclosure,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48371,Information Disclosure in dialer service,"In dialer service, there is a possible missing permission check. This could lead to local information disclosure with no additional execution privileges.",Android,CWE-200 Information Disclosure,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48372,Integer overflow issue in bootcp service,"In bootcp service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-190 Integer Overflow,Local,Medium,5.1,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48373,Integer overflow issue in tee service,"In tee service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-190 Integer Overflow,Local,Medium,4.2,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48374,Integer overflow issue in tee service,"In tee service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-190 Integer Overflow,Local,Medium,4.2,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48375,Missing Authorization in Contacts service,"In contacts service, there is a possible missing permission check. This could lead to local denial of service with no additional execution privileges.",Android,CWE-862 Missing Authorization,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48376,Denial of Service in dialer,"In dialer service, there is a possible missing permission check. This could lead to local denial of service with no additional execution privileges.",Android,CWE-862 Missing Authorization,Local,Medium,6.2,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48377,Denial of Service in dialer,"In dialer service, there is a possible missing permission check. This could lead to local denial of service with no additional execution privileges.",Android,CWE-862 Missing Authorization,Local,Medium,6.2,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48378,Missing Authorization in Engineermode service,"In engineermode service, there is a possible missing permission check. This could lead to local denial of service with no additional execution privileges.",Android,CWE-862 Missing Authorization,Local,Medium,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48379,NULL Pointer Dereference in dialer,"In dialer service, there is a possible missing permission check. This could lead to local denial of service with no additional execution privileges.",Android,CWE-476 NULL Pointer Dereference,Local,Medium,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-47340,Stack Overflow in video decoder firmware,"In h265 codec firmware, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges.",Android,CWE-121 Out-of-bounds write,Local,Medium,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48380,Denial of Service in modem control device,"In modem control device, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Kernel,CWE-400 Denial of Service,Local,Medium,6.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48381,Denial of Service in modem control device,"In modem control device, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Kernel,CWE-400 Denial of Service,Local,Medium,6.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48382,Classic Buffer Overflow in log service has buffer overflow issue,"In log service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-120 Classic Buffer Overflow,Local,Medium,4,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48383,Missing Authorization in srtd service,".In srtd service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Android,CWE-862 Missing Authorization,Local,Medium,4,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48384,Missing Authorization in srtd service,"In srtd service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Android,CWE-862 Missing Authorization,Local,Medium,4,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48386,Double Free in apipe driver,"the apipe driver, there is a possible use after free due to a logic error. This could lead to local denial of service with System execution privileges needed.",Android,CWE-415 Double Free,Local,Medium,5,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android11/Android12,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48387,Out-of-bounds Write in apipe driver,"the apipe driver, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Local,Medium,5,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android11/Android12,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-38685,Denial of service in bluetooth service,"In bluetooth service, there is a possible missing permission check. This could lead to local denial of service in bluetooth service with no additional execution privileges needed.",Android,CWE-400 Uncontrolled Resource Consumption,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-39089,Classic Buffer Overflow in mlog service,"In mlog service, there is a possible out of bounds read due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-120 Classic Buffer Overflow,Local,Medium,4.2,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48388,Missing Authorization PowerEx service,"In powerEx service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Android,CWE-862 Missing Authorization,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12/Android13,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-44433,Missing Authorization PhoneEx service,"In phoneEx service, there is a possible missing permission check. This could lead to local escalation of privilege with no additional execution privileges.",Android,CWE-862 Missing Authorization,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
CVE-2022-48389,Stack Overflow in modem control device,"In modem control device, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Kernel,CWE-121 Stack Overflow,Local,Medium,6.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10,2023-05-06,https://www.unisoc.com/en/support/product-security-bulletin/1654759880499724289
