vendor,bulletin_id,published_date,year,month,cve_id
google,google-2020-01-01,2020-01-01,2020,1,CVE-2019-14036
google,google-2020-01-01,2020-01-01,2020,1,CVE-2019-15214
google,google-2020-01-01,2020-01-01,2020,1,CVE-2019-17666
google,google-2020-01-01,2020-01-01,2020,1,CVE-2019-2267
google,google-2020-01-01,2020-01-01,2020,1,CVE-2019-2293
google,google-2020-01-01,2020-01-01,2020,1,CVE-2020-0009
google,google-2020-02-01,2020-02-01,2020,2,CVE-2019-10572
google,google-2020-02-01,2020-02-01,2020,2,CVE-2019-10614
google,google-2020-02-01,2020-02-01,2020,2,CVE-2019-14088
google,google-2020-02-01,2020-02-01,2020,2,CVE-2019-2301
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-10126
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-10544
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-10561
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-10584
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-10592
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-10623
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-10638
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-11477
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-11478
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-11479
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-13272
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-13631
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-14283
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-14815
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-14821
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-15090
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-15117
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-15211
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-15212
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-15213
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-15215
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-15505
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-15666
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-15926
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-17052
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-17133
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-19525
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-2264
google,google-2020-03-01,2020-03-01,2020,3,CVE-2019-3846
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0045
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0046
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0047
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0048
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0049
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0050
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0051
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0052
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0053
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0054
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0055
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0056
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0057
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0058
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0059
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0060
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0061
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0062
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0063
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0066
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0083
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0084
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0085
google,google-2020-03-01,2020-03-01,2020,3,CVE-2020-0087
google,google-2020-04-01,2020-04-01,2020,4,CVE-2019-10523
google,google-2020-04-01,2020-04-01,2020,4,CVE-2019-10547
google,google-2020-04-01,2020-04-01,2020,4,CVE-2019-10556
google,google-2020-04-01,2020-04-01,2020,4,CVE-2019-10574
google,google-2020-04-01,2020-04-01,2020,4,CVE-2019-10620
google,google-2020-04-01,2020-04-01,2020,4,CVE-2019-10621
google,google-2020-04-01,2020-04-01,2020,4,CVE-2019-10622
google,google-2020-04-01,2020-04-01,2020,4,CVE-2019-10624
google,google-2020-04-01,2020-04-01,2020,4,CVE-2019-10625
google,google-2020-04-01,2020-04-01,2020,4,CVE-2019-14040
google,google-2020-04-01,2020-04-01,2020,4,CVE-2019-14041
google,google-2020-04-01,2020-04-01,2020,4,CVE-2020-0067
google,google-2020-04-01,2020-04-01,2020,4,CVE-2020-0068
google,google-2020-05-01,2020-05-01,2020,5,CVE-2019-14038
google,google-2020-05-01,2020-05-01,2020,5,CVE-2019-14039
google,google-2020-05-01,2020-05-01,2020,5,CVE-2019-14042
google,google-2020-05-01,2020-05-01,2020,5,CVE-2019-14043
google,google-2020-05-01,2020-05-01,2020,5,CVE-2019-3900
google,google-2020-05-01,2020-05-01,2020,5,CVE-2020-0220
google,google-2020-05-01,2020-05-01,2020,5,CVE-2020-0221
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-10501
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-10626
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-13135
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-13136
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-14091
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-14092
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-14094
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-16275
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-18683
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-18786
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-19071
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-19526
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-19529
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-19543
google,google-2020-06-01,2020-06-01,2020,6,CVE-2019-19767
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0095
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0120
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0124
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0126
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0127
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0128
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0129
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0131
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0132
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0133
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0134
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0135
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0136
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0137
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0138
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0139
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0140
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0141
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0142
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0143
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0144
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0145
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0146
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0147
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0148
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0149
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0150
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0151
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0152
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0153
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0154
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0155
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0156
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0157
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0158
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0159
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0160
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0161
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0162
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0163
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0164
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0165
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0166
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0167
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0168
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0169
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0170
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0171
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0172
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0173
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0174
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0175
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0176
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0177
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0178
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0179
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0180
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0181
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0182
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0183
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0184
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0185
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0186
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0187
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0188
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0189
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0190
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0191
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0192
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0193
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0194
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0195
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0196
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0197
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0198
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0199
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0200
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0201
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0203
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0204
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0205
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0206
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0207
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0208
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0209
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0210
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0211
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0212
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0213
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0214
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0215
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0216
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0217
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0218
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0219
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0223
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0232
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0233
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0234
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0235
google,google-2020-06-01,2020-06-01,2020,6,CVE-2020-0305
google,google-2020-07-01,2020-07-01,2020,7,CVE-2019-14037
google,google-2020-07-01,2020-07-01,2020,7,CVE-2019-14093
google,google-2020-07-01,2020-07-01,2020,7,CVE-2019-14100
google,google-2020-07-01,2020-07-01,2020,7,CVE-2019-14101
google,google-2020-08-01,2020-08-01,2020,8,CVE-2020-0261
google,google-2020-08-01,2020-08-01,2020,8,CVE-2020-3646
google,google-2020-08-01,2020-08-01,2020,8,CVE-2020-3647
google,google-2020-09-01,2020-09-01,2020,9,CVE-2018-14615
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-10498
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-10518
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-10519
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-10521
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-10564
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-14099
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-14895
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-14896
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-14901
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-2284
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-2290
google,google-2020-09-01,2020-09-01,2020,9,CVE-2019-5489
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-0387
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-0403
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-0427
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-0428
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-0429
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-0430
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-0431
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-0432
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-0433
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-0434
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-11609
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-12114
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-12826
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-3674
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-3679
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-7053
google,google-2020-09-01,2020-09-01,2020,9,CVE-2020-8649
google,google-2020-11-01,2020-11-01,2020,11,CVE-2020-11121
google,google-2020-11-01,2020-11-01,2020,11,CVE-2020-11130
google,google-2020-11-01,2020-11-01,2020,11,CVE-2020-11131
google,google-2020-11-01,2020-11-01,2020,11,CVE-2020-11132
google,google-2020-12-01,2020-12-01,2020,12,CVE-2017-6888
google,google-2020-12-01,2020-12-01,2020,12,CVE-2018-16862
google,google-2020-12-01,2020-12-01,2020,12,CVE-2019-19535
google,google-2020-12-01,2020-12-01,2020,12,CVE-2019-20812
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0202
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0244
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0280
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0473
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0474
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0475
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0476
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0477
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0478
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0479
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0480
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0481
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0482
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0483
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0484
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0485
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0486
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0488
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0489
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0490
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0491
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0492
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0493
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0494
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0495
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0496
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0497
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0498
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0499
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-0500
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-11148
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-11149
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-11150
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-11151
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-11152
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-11183
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-13143
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-25220
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27021
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27023
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27024
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27025
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27026
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27027
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27028
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27029
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27030
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27031
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27032
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27033
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27034
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27035
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27036
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27037
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27038
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27039
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27040
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27041
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27043
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27044
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27045
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27046
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27047
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27048
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27049
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27050
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27051
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27052
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27053
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27054
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27055
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27056
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27057
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27066
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27067
google,google-2020-12-01,2020-12-01,2020,12,CVE-2020-27068
google,google-2021-01-01,2021-01-01,2021,1,CVE-2020-11160
google,google-2021-01-01,2021-01-01,2021,1,CVE-2020-11161
google,google-2021-01-01,2021-01-01,2021,1,CVE-2020-27059
google,google-2021-01-01,2021-01-01,2021,1,CVE-2021-0342
google,google-2021-02-01,2021-02-01,2021,2,CVE-2020-11203
google,google-2021-03-01,2021-03-01,2021,3,CVE-2020-0025
google,google-2021-03-01,2021-03-01,2021,3,CVE-2020-11230
google,google-2021-03-01,2021-03-01,2021,3,CVE-2020-25211
google,google-2021-03-01,2021-03-01,2021,3,CVE-2020-3664
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0368
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0369
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0370
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0371
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0372
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0374
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0375
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0376
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0377
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0378
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0379
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0380
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0381
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0382
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0383
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0385
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0386
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0387
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0388
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0389
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0449
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0450
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0451
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0452
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0453
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0454
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0455
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0456
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0457
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0458
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0459
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0460
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0461
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0462
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0463
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0464
google,google-2021-03-01,2021-03-01,2021,3,CVE-2021-0465
google,google-2021-04-01,2021-04-01,2021,4,CVE-2020-11231
google,google-2021-04-01,2021-04-01,2021,4,CVE-2020-5235
google,google-2021-04-01,2021-04-01,2021,4,CVE-2021-0488
google,google-2021-05-01,2021-05-01,2021,5,CVE-2020-11254
google,google-2021-05-01,2021-05-01,2021,5,CVE-2020-11293
google,google-2021-05-01,2021-05-01,2021,5,CVE-2020-11294
google,google-2021-05-01,2021-05-01,2021,5,CVE-2020-11295
google,google-2021-05-01,2021-05-01,2021,5,CVE-2020-25656
google,google-2021-05-01,2021-05-01,2021,5,CVE-2020-27786
google,google-2021-05-01,2021-05-01,2021,5,CVE-2020-27825
google,google-2021-06-01,2021-06-01,2021,6,CVE-2020-1971
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0534
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0535
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0536
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0537
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0538
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0539
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0540
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0541
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0542
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0543
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0544
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0545
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0546
google,google-2021-06-01,2021-06-01,2021,6,CVE-2021-0547
