cve_id,month_year,severity
CVE-2025-0091,2025-02,High
CVE-2025-0095,2025-02,High
CVE-2025-0096,2025-02,High
CVE-2024-49723,2025-02,High
CVE-2024-49729,2025-02,High
CVE-2024-20154,2025-02,Critical
CVE-2024-43704,2025-02,High
CVE-2024-20146,2025-02,High
CVE-2024-20148,2025-02,High
CVE-2024-20105,2025-02,High
CVE-2024-20140,2025-02,High
CVE-2024-20143,2025-02,High
CVE-2024-20144,2025-02,High
CVE-2024-20145,2025-02,High
CVE-2024-21464,2025-02,High
CVE-2024-45553,2025-02,High
CVE-2024-45558,2025-02,High
CVE-2025-0074,2025-03,Critical
CVE-2025-0075,2025-03,Critical
CVE-2025-0084,2025-03,Critical
CVE-2025-22403,2025-03,Critical
CVE-2025-22408,2025-03,Critical
CVE-2025-22410,2025-03,Critical
CVE-2025-22411,2025-03,Critical
CVE-2025-22412,2025-03,Critical
CVE-2025-22409,2025-03,Critical
CVE-2025-0081,2025-03,Critical
CVE-2024-0032,2025-03,High
CVE-2024-43093,2025-03,High
CVE-2025-0078,2025-03,High
CVE-2025-0080,2025-03,High
CVE-2024-43090,2025-03,High
CVE-2025-0083,2025-03,High
CVE-2025-0086,2025-03,High
CVE-2024-49740,2025-03,High
CVE-2023-21125,2025-03,High
CVE-2025-0079,2025-03,High
CVE-2025-22404,2025-03,High
CVE-2025-22405,2025-03,High
CVE-2025-22406,2025-03,High
CVE-2024-49728,2025-03,High
CVE-2025-0082,2025-03,High
CVE-2025-0092,2025-03,High
CVE-2025-0093,2025-03,High
CVE-2025-22407,2025-03,High
CVE-2025-26417,2025-03,High
CVE-2024-45569,2025-03,Critical
CVE-2024-53104,2025-03,High
CVE-2025-0088,2025-03,High
CVE-2025-0015,2025-03,High
CVE-2024-43705,2025-03,High
CVE-2024-46973,2025-03,High
CVE-2024-47892,2025-03,High
CVE-2024-52935,2025-03,High
CVE-2025-20634,2025-03,High
CVE-2024-20141,2025-03,High
CVE-2024-20142,2025-03,High
CVE-2025-20635,2025-03,High
CVE-2025-20636,2025-03,High
CVE-2024-39441,2025-03,High
CVE-2024-45571,2025-03,High
CVE-2024-45582,2025-03,High
CVE-2024-49832,2025-03,High
CVE-2024-49833,2025-03,High
CVE-2024-49834,2025-03,High
CVE-2024-49839,2025-03,High
CVE-2024-49843,2025-03,High
CVE-2024-38404,2025-03,High
CVE-2024-38420,2025-03,High
CVE-2025-22429,2025-04,Critical
CVE-2025-26416,2025-04,Critical
CVE-2025-22423,2025-04,Critical
CVE-2025-22416,2025-04,High
CVE-2025-22417,2025-04,High
CVE-2025-22422,2025-04,High
CVE-2025-22434,2025-04,High
CVE-2025-22437,2025-04,High
CVE-2025-22438,2025-04,High
CVE-2025-22442,2025-04,High
CVE-2024-49722,2025-04,High
CVE-2025-22421,2025-04,High
CVE-2025-22430,2025-04,High
CVE-2025-22431,2025-04,High
CVE-2024-40653,2025-04,High
CVE-2024-49720,2025-04,High
CVE-2024-49730,2025-04,High
CVE-2025-22418,2025-04,High
CVE-2025-22419,2025-04,High
CVE-2025-22427,2025-04,High
CVE-2025-22428,2025-04,High
CVE-2025-22432,2025-04,High
CVE-2025-22433,2025-04,High
CVE-2025-22435,2025-04,High
CVE-2025-22439,2025-04,High
CVE-2024-46852,2025-04,High
CVE-2024-50302,2025-04,High
CVE-2025-22413,2025-04,High
CVE-2025-20645,2025-04,High
CVE-2025-20644,2025-04,High
CVE-2024-49836,2025-04,High
CVE-2024-49838,2025-04,High
CVE-2024-53014,2025-04,High
CVE-2024-53024,2025-04,High
CVE-2024-53027,2025-04,High
CVE-2024-43051,2025-04,High
CVE-2024-53011,2025-04,High
CVE-2024-53025,2025-04,High
CVE-2023-21342,2025-05,High
CVE-2024-34739,2025-05,High
CVE-2025-0077,2025-05,High
CVE-2025-0087,2025-05,High
CVE-2025-22425,2025-05,High
CVE-2025-26422,2025-05,High
CVE-2025-26426,2025-05,High
CVE-2025-26427,2025-05,High
CVE-2025-26428,2025-05,High
CVE-2025-26436,2025-05,High
CVE-2025-26440,2025-05,High
CVE-2025-26444,2025-05,High
CVE-2025-26424,2025-05,High
CVE-2025-26442,2025-05,High
CVE-2025-26429,2025-05,High
CVE-2025-27363,2025-05,High
CVE-2025-26420,2025-05,High
CVE-2025-26421,2025-05,High
CVE-2025-26423,2025-05,High
CVE-2025-26425,2025-05,High
CVE-2025-26430,2025-05,High
CVE-2025-26435,2025-05,High
CVE-2025-26438,2025-05,High
CVE-2023-35657,2025-05,High
CVE-2024-45551,2025-05,Critical
CVE-2024-50264,2025-05,High
CVE-2024-53197,2025-05,High
CVE-2024-56556,2025-05,High
CVE-2024-53150,2025-05,High
CVE-2025-0050,2025-05,High
CVE-2024-43702,2025-05,High
CVE-2024-43703,2025-05,High
CVE-2024-46972,2025-05,High
CVE-2024-47897,2025-05,High
CVE-2024-52936,2025-05,High
CVE-2024-52937,2025-05,High
CVE-2024-52938,2025-05,High
CVE-2024-47894,2025-05,High
CVE-2024-47895,2025-05,High
CVE-2025-20656,2025-05,High
CVE-2025-20657,2025-05,High
CVE-2025-20658,2025-05,High
CVE-2025-20655,2025-05,High
CVE-2024-43066,2025-05,High
CVE-2024-49848,2025-05,High
CVE-2025-21429,2025-05,High
CVE-2025-21430,2025-05,High
CVE-2025-21434,2025-05,High
CVE-2025-21435,2025-05,High
CVE-2025-21436,2025-05,High
CVE-2024-33058,2025-05,High
CVE-2024-43065,2025-05,High
CVE-2024-45549,2025-05,High
CVE-2024-45552,2025-05,High
CVE-2025-21448,2025-05,High
CVE-2025-26456,2025-06,High
CVE-2025-26450,2025-06,High
CVE-2025-26452,2025-06,High
CVE-2025-26455,2025-06,High
CVE-2025-26458,2025-06,High
CVE-2025-26462,2025-06,High
CVE-2025-32312,2025-06,High
CVE-2025-26437,2025-06,High
CVE-2025-26448,2025-06,High
CVE-2025-26432,2025-06,High
CVE-2025-26449,2025-06,High
CVE-2025-26463,2025-06,High
CVE-2025-26443,2025-06,High
CVE-2025-26441,2025-06,High
CVE-2025-26445,2025-06,High
CVE-2025-26453,2025-06,High
CVE-2024-49739,2025-06,High
CVE-2025-0072,2025-06,High
CVE-2025-0427,2025-06,High
CVE-2024-12577,2025-06,High
CVE-2024-46974,2025-06,High
CVE-2024-46975,2025-06,High
CVE-2024-47891,2025-06,High
CVE-2024-47896,2025-06,High
CVE-2024-47900,2025-06,High
CVE-2024-52939,2025-06,High
CVE-2025-20666,2025-06,High
CVE-2024-45580,2025-06,High
CVE-2025-21453,2025-06,High
CVE-2025-21459,2025-06,High
CVE-2025-21467,2025-06,High
CVE-2025-21468,2025-06,High
CVE-2024-49835,2025-06,High
CVE-2024-49841,2025-06,High
CVE-2024-49842,2025-06,High
CVE-2024-49845,2025-06,High
CVE-2024-49846,2025-06,High
CVE-2024-49847,2025-06,High
CVE-2025-0089,2025-07,High
CVE-2025-32330,2025-07,High
CVE-2024-49714,2025-07,High
CVE-2025-26454,2025-07,High
CVE-2025-26464,2025-07,High
CVE-2025-32327,2025-07,High
CVE-2025-0073,2025-07,High
CVE-2025-0819,2025-07,High
CVE-2024-12576,2025-07,High
CVE-2024-12837,2025-07,High
CVE-2024-47893,2025-07,High
CVE-2025-0468,2025-07,High
CVE-2025-0478,2025-07,High
CVE-2025-0835,2025-07,High
CVE-2025-25178,2025-07,High
CVE-2025-21424,2025-07,High
CVE-2025-21485,2025-07,High
CVE-2025-21486,2025-07,High
CVE-2024-53010,2025-07,High
CVE-2024-53019,2025-07,High
CVE-2024-53020,2025-07,High
CVE-2024-53021,2025-07,High
CVE-2024-53026,2025-07,High
CVE-2025-27029,2025-07,High
CVE-2025-48530,2025-08,Critical
CVE-2025-22441,2025-08,High
CVE-2025-48533,2025-08,High
CVE-2021-39810,2025-08,High
CVE-2023-24023,2025-08,High
CVE-2025-32341,2025-08,High
CVE-2025-26447,2025-08,High
CVE-2025-48529,2025-08,High
CVE-2025-32326,2025-08,High
CVE-2025-48527,2025-08,High
CVE-2025-32321,2025-08,High
CVE-2025-48528,2025-08,High
CVE-2025-26433,2025-08,High
CVE-2025-48523,2025-08,High
CVE-2025-32347,2025-08,High
CVE-2025-48531,2025-08,High
CVE-2025-32323,2025-08,High
CVE-2025-48524,2025-08,High
CVE-2025-32325,2025-08,High
CVE-2025-32331,2025-08,High
CVE-2025-32350,2025-08,High
CVE-2025-32324,2025-08,High
CVE-2025-32348,2025-08,High
CVE-2025-48526,2025-08,High
CVE-2025-32349,2025-08,High
CVE-2025-32345,2025-08,High
CVE-2025-32333,2025-08,High
CVE-2025-48522,2025-08,High
CVE-2025-0089,2025-08,High
CVE-2025-32313,2025-08,High
CVE-2025-22436,2025-08,High
CVE-2025-27057,2025-08,High
CVE-2025-20634,2025-08,High
CVE-2025-20708,2025-08,High
CVE-2025-20667,2025-08,High
CVE-2025-20665,2025-08,High
CVE-2025-20693,2025-08,High
CVE-2025-27052,2025-08,High
CVE-2025-21427,2025-08,High
CVE-2025-27042,2025-08,High
CVE-2025-27056,2025-08,High
CVE-2025-21426,2025-08,High
CVE-2025-21455,2025-08,High
CVE-2025-21461,2025-08,High
CVE-2025-21473,2025-08,High
CVE-2025-27043,2025-08,High
CVE-2025-27061,2025-08,High
CVE-2025-21463,2025-08,High
CVE-2025-48539,2025-09,Critical
CVE-2025-32346,2025-09,High
CVE-2025-48543,2025-09,High
CVE-2025-48540,2025-09,High
CVE-2025-48546,2025-09,High
CVE-2025-48548,2025-09,High
CVE-2025-48549,2025-09,High
CVE-2025-48552,2025-09,High
CVE-2025-48553,2025-09,High
CVE-2025-48556,2025-09,High
CVE-2025-48558,2025-09,High
CVE-2025-48563,2025-09,High
CVE-2025-0076,2025-09,High
CVE-2025-48537,2025-09,High
CVE-2025-48545,2025-09,High
CVE-2025-48561,2025-09,High
CVE-2025-48562,2025-09,High
CVE-2025-48538,2025-09,High
CVE-2025-48542,2025-09,High
CVE-2025-48550,2025-09,High
CVE-2025-48554,2025-09,High
CVE-2025-48559,2025-09,High
CVE-2025-48532,2025-09,High
CVE-2025-48535,2025-09,High
CVE-2025-48541,2025-09,High
CVE-2025-48547,2025-09,High
CVE-2025-48581,2025-09,High
CVE-2025-48551,2025-09,High
CVE-2025-48560,2025-09,High
CVE-2025-48534,2025-09,High
CVE-2025-0932,2025-09,High
CVE-2025-20696,2025-09,High
CVE-2025-20705,2025-09,High
CVE-2025-20704,2025-09,High
CVE-2025-20697,2025-09,High
CVE-2025-20698,2025-09,High
CVE-2025-21484,2025-09,High
CVE-2025-21456,2025-09,High
CVE-2025-21458,2025-09,High
CVE-2025-27066,2025-09,High
CVE-2025-21476,2025-09,High
CVE-2025-27030,2025-09,High
CVE-2025-47320,2025-09,High
CVE-2025-27033,2025-09,High
CVE-2025-21472,2025-09,High
CVE-2025-47329,2025-09,High
CVE-2024-53009,2025-09,High
CVE-2025-21422,2025-09,High
CVE-2025-21432,2025-09,High
CVE-2025-21433,2025-09,High
CVE-2025-21474,2025-09,High
CVE-2025-26433,2025-10,High
CVE-2025-32328,2025-10,High
CVE-2025-32329,2025-10,High
CVE-2025-48565,2025-10,High
CVE-2025-48566,2025-10,High
CVE-2025-48570,2025-10,High
CVE-2025-48573,2025-10,High
CVE-2025-48574,2025-10,High
CVE-2025-48575,2025-10,High
CVE-2025-48580,2025-10,High
CVE-2025-22436,2025-10,High
CVE-2025-48584,2025-10,High
CVE-2025-48572,2025-10,High
CVE-2025-48536,2025-10,High
CVE-2025-48564,2025-10,High
CVE-2025-48586,2025-10,High
CVE-2025-48555,2025-10,High
CVE-2025-48576,2025-10,High
CVE-2025-48578,2025-10,High
CVE-2025-48582,2025-10,High
CVE-2025-48567,2025-10,High
CVE-2025-27052,2025-10,High
CVE-2025-21427,2025-10,High
CVE-2025-21483,2025-10,High
CVE-2025-21484,2025-10,High
CVE-2025-21487,2025-10,High
CVE-2025-21488,2025-10,High
CVE-2025-021701,2025-10,High
CVE-2025-21755,2025-10,High
CVE-2025-27042,2025-10,High
CVE-2025-38352,2025-10,High
CVE-2025-27056,2025-10,High
CVE-2025-1246,2025-10,High
CVE-2025-3212,2025-10,High
CVE-2024-47898,2025-10,High
CVE-2024-47899,2025-10,High
CVE-2025-0467,2025-10,High
CVE-2025-1706,2025-10,High
CVE-2025-25179,2025-10,High
CVE-2025-25180,2025-10,High
CVE-2025-46707,2025-10,High
CVE-2025-46708,2025-10,High
CVE-2025-46710,2025-10,High
CVE-2025-8109,2025-10,High
CVE-2025-27043,2025-10,High
CVE-2025-27061,2025-10,High
CVE-2025-20703,2025-10,High
CVE-2025-20704,2025-10,High
CVE-2025-20708,2025-10,High
CVE-2025-21450,2025-10,High
CVE-2025-21477,2025-10,High
CVE-2025-27034,2025-10,High
CVE-2025-20696,2025-10,High
CVE-2024-7881,2025-10,High
CVE-2025-21482,2025-10,High
CVE-2025-47329,2025-10,High
CVE-2025-21464,2025-10,High
CVE-2025-21465,2025-10,High
CVE-2025-27032,2025-10,High
CVE-2025-21432,2025-10,High
CVE-2025-21433,2025-10,High
CVE-2025-21481,2025-10,High
CVE-2025-47317,2025-10,High
CVE-2025-47318,2025-10,High
CVE-2025-27057,2025-10,High
CVE-2025-21446,2025-10,High
CVE-2025-21449,2025-10,High
CVE-2025-21454,2025-10,High
CVE-2025-27065,2025-10,High
CVE-2025-27066,2025-10,High
CVE-2025-27073,2025-10,High
CVE-2025-47326,2025-10,High
CVE-2025-47328,2025-10,High
CVE-2025-20721,2025-10,High
CVE-2025-20726,2025-10,High
CVE-2025-20727,2025-10,High
CVE-2025-20725,2025-10,High
CVE-2025-20722,2025-10,High
CVE-2025-20723,2025-10,High
CVE-2025-27039,2025-10,High
CVE-2025-47323,2025-10,High
CVE-2025-27041,2025-10,High
CVE-2025-21452,2025-10,High
CVE-2025-21478,2025-10,High
CVE-2025-48593,2025-11,Critical
CVE-2025-48525,2025-11,High
CVE-2025-48577,2025-11,High
CVE-2025-48583,2025-11,High
CVE-2025-48588,2025-11,High
CVE-2025-48589,2025-11,High
CVE-2025-48594,2025-11,High
CVE-2025-48596,2025-11,High
CVE-2025-48597,2025-11,High
CVE-2025-48605,2025-11,High
CVE-2025-48615,2025-11,High
CVE-2025-48619,2025-11,High
CVE-2025-48620,2025-11,High
CVE-2025-48591,2025-11,High
CVE-2025-48592,2025-11,High
CVE-2025-32348,2025-11,High
CVE-2025-48590,2025-11,High
CVE-2025-48603,2025-11,High
CVE-2025-48607,2025-11,High
CVE-2025-48614,2025-11,High
CVE-2023-40130,2025-11,High
CVE-2025-22432,2025-11,High
CVE-2025-48595,2025-11,High
CVE-2025-48598,2025-11,High
CVE-2025-48599,2025-11,High
CVE-2025-48601,2025-11,High
CVE-2025-48602,2025-11,High
CVE-2025-48612,2025-11,High
CVE-2025-48617,2025-11,High
CVE-2025-48618,2025-11,High
CVE-2024-43766,2025-11,High
CVE-2025-48600,2025-11,High
CVE-2025-48604,2025-11,High
CVE-2025-48616,2025-11,High
CVE-2025-48568,2025-11,High
CVE-2025-47351,2025-11,High
CVE-2025-47354,2025-11,High
CVE-2025-27053,2025-11,High
CVE-2025-27054,2025-11,High
CVE-2025-47370,2025-11,High
CVE-2025-48631,2025-12,Critical
CVE-2025-32319,2025-12,High
CVE-2025-22420,2025-12,High
CVE-2025-48564,2025-12,High
CVE-2025-48565,2025-12,High
CVE-2025-48566,2025-12,High
CVE-2025-48601,2025-12,High
CVE-2023-48618,2025-12,High
CVE-2025-48621,2025-12,High
CVE-2025-48627,2025-12,High
CVE-2025-48629,2025-12,High
CVE-2025-48632,2025-12,High
CVE-2025-48628,2025-12,High
CVE-2025-48633,2025-12,High
CVE-2024-48576,2025-12,High
CVE-2025-48626,2025-12,High
CVE-2025-48622,2025-12,High
CVE-2025-48639,2025-12,High
CVE-2025-20730,2025-12,High
CVE-2025-20743,2025-12,High
CVE-2025-20746,2025-12,High
CVE-2025-20747,2025-12,High
CVE-2025-20749,2025-12,High
CVE-2025-54957,2025-12,High
CVE-2026-0006,2026-01,Critical
CVE-2025-48544,2026-01,High
CVE-2025-48567,2026-01,High
CVE-2025-48578,2026-01,High
CVE-2025-48579,2026-01,High
CVE-2025-48582,2026-01,High
CVE-2025-48635,2026-01,High
CVE-2026-0007,2026-01,High
CVE-2026-0008,2026-01,High
CVE-2026-0009,2026-01,High
CVE-2025-26447,2026-01,High
CVE-2025-48630,2026-01,High
CVE-2025-32348,2026-01,High
CVE-2026-0010,2026-01,High
CVE-2024-43766,2026-01,High
CVE-2026-0005,2026-01,High
CVE-2025-48585,2026-01,High
CVE-2025-48587,2026-01,High
CVE-2025-48609,2026-01,High
CVE-2025-47382,2026-01,High
CVE-2025-47321,2026-01,High
CVE-2025-47319,2026-01,High
CVE-2025-20766,2026-01,High
CVE-2025-20767,2026-01,High
CVE-2025-20768,2026-01,High
CVE-2025-20769,2026-01,High
CVE-2025-20770,2026-01,High
CVE-2025-20771,2026-01,High
CVE-2025-20772,2026-01,High
CVE-2025-20773,2026-01,High
CVE-2025-20774,2026-01,High
CVE-2025-20775,2026-01,High
CVE-2025-20776,2026-01,High
CVE-2025-20777,2026-01,High
CVE-2025-20750,2026-01,High
CVE-2025-20751,2026-01,High
CVE-2025-20752,2026-01,High
CVE-2025-20753,2026-01,High
CVE-2025-20754,2026-01,High
CVE-2025-20755,2026-01,High
CVE-2025-20756,2026-01,High
CVE-2025-20757,2026-01,High
CVE-2025-20758,2026-01,High
CVE-2025-20759,2026-01,High
CVE-2025-20790,2026-01,High
CVE-2025-20791,2026-01,High
CVE-2025-20792,2026-01,High
CVE-2025-20763,2026-01,High
CVE-2025-20764,2026-01,High
CVE-2025-20765,2026-01,High
CVE-2024-35970,2026-01,High
CVE-2025-38236,2026-01,High
CVE-2025-38349,2026-01,High
CVE-2025-38500,2026-01,High
CVE-2025-48610,2026-01,High
CVE-2025-48623,2026-01,High
CVE-2025-48624,2026-01,High
CVE-2025-48637,2026-01,High
CVE-2025-48638,2026-01,High
CVE-2025-20730,2026-01,High
CVE-2025-47372,2026-01,High
CVE-2025-47351,2026-01,High
CVE-2025-47354,2026-01,High
CVE-2025-2879,2026-01,High
CVE-2025-6349,2026-01,High
CVE-2025-8045,2026-01,High
CVE-2025-25177,2026-01,High
CVE-2025-46711,2026-01,High
CVE-2025-58410,2026-01,High
CVE-2025-6573,2026-01,High
CVE-2025-47323,2026-01,High
CVE-2025-20726,2026-01,High
CVE-2025-20727,2026-01,High
CVE-2025-20725,2026-01,High
CVE-2025-27053,2026-01,High
CVE-2025-27054,2026-01,High
CVE-2025-27074,2026-01,High
CVE-2025-27070,2026-01,High
CVE-2025-47370,2026-01,High
CVE-2026-0012,2026-02,High
CVE-2026-0014,2026-02,High
CVE-2026-0015,2026-02,High
CVE-2026-0020,2026-02,High
CVE-2026-0018,2026-02,High
CVE-2026-0017,2026-02,High
CVE-2025-48644,2026-02,High
CVE-2025-48645,2026-02,High
CVE-2025-48646,2026-02,High
CVE-2026-0023,2026-02,High
CVE-2025-48649,2026-02,High
CVE-2025-48652,2026-02,High
CVE-2025-48641,2026-02,High
CVE-2026-0013,2026-02,High
CVE-2026-0021,2026-02,High
CVE-2025-48653,2026-02,High
CVE-2025-48642,2026-02,High
CVE-2025-48650,2026-02,High
CVE-2024-35970,2026-02,High
CVE-2025-38236,2026-02,High
CVE-2025-38349,2026-02,High
CVE-2025-38500,2026-02,High
CVE-2025-48610,2026-02,High
CVE-2025-48623,2026-02,High
CVE-2025-48624,2026-02,High
CVE-2025-48637,2026-02,High
CVE-2025-48638,2026-02,High
CVE-2025-20730,2026-02,High
CVE-2025-47372,2026-02,High
CVE-2025-47382,2026-02,High
CVE-2025-47351,2026-02,High
CVE-2025-47354,2026-02,High
CVE-2025-2879,2026-02,High
CVE-2025-6349,2026-02,High
CVE-2025-8045,2026-02,High
CVE-2025-25177,2026-02,High
CVE-2025-46711,2026-02,High
CVE-2025-58410,2026-02,High
CVE-2025-6573,2026-02,High
CVE-2025-47323,2026-02,High
CVE-2025-20726,2026-02,High
CVE-2025-20727,2026-02,High
CVE-2025-20750,2026-02,High
CVE-2025-20751,2026-02,High
CVE-2025-20752,2026-02,High
CVE-2025-20753,2026-02,High
CVE-2025-20754,2026-02,High
CVE-2025-20755,2026-02,High
CVE-2025-20756,2026-02,High
CVE-2025-20757,2026-02,High
CVE-2025-20758,2026-02,High
CVE-2025-20759,2026-02,High
CVE-2025-20790,2026-02,High
CVE-2025-20791,2026-02,High
CVE-2025-20792,2026-02,High
CVE-2025-20725,2026-02,High
CVE-2025-27053,2026-02,High
CVE-2025-27054,2026-02,High
CVE-2025-27074,2026-02,High
CVE-2025-47319,2026-02,High
CVE-2025-27070,2026-02,High
CVE-2025-47370,2026-02,High
CVE-2026-0033,2026-03,High
CVE-2025-48634,2026-03,High
CVE-2026-0025,2026-03,High
CVE-2025-48615,2026-03,High
CVE-2025-48654,2026-03,High
CVE-2026-0034,2026-03,High
CVE-2026-0011,2026-03,High
CVE-2025-48630,2026-03,High
CVE-2026-0024,2026-03,High
CVE-2026-0035,2026-03,High
CVE-2025-32313,2026-03,High
CVE-2024-35970,2026-03,High
CVE-2026-0049,2026-04,Critical
CVE-2025-65018,2026-04,Critical
CVE-2025-64505,2026-04,Critical
CVE-2025-64720,2026-04,Critical
CVE-2026-0043,2026-04,Critical
CVE-2026-0039,2026-04,Critical
CVE-2026-0040,2026-04,Critical
CVE-2026-0041,2026-04,Critical
CVE-2026-0042,2026-04,Critical
CVE-2026-0044,2026-04,Critical
CVE-2026-0052,2026-04,Critical
CVE-2025-22424,2026-04,High
CVE-2025-22426,2026-04,High
CVE-2025-48595,2026-04,High
CVE-2025-48649,2026-04,High
CVE-2025-48652,2026-04,High
CVE-2026-0046,2026-04,High
CVE-2026-0048,2026-04,High
CVE-2026-0055,2026-04,High
CVE-2025-26447,2026-04,High
CVE-2026-0036,2026-04,High
CVE-2026-0056,2026-04,High
CVE-2026-0016,2026-04,High
CVE-2026-0054,2026-04,High
CVE-2026-0018,2026-04,High
CVE-2025-48617,2026-04,High
CVE-2025-48600,2026-04,High
CVE-2024-43859,2026-04,High
CVE-2025-38616,2026-04,High
CVE-2025-38618,2026-04,High
CVE-2025-39682,2026-04,High
CVE-2025-39946,2026-04,High
CVE-2025-40266,2026-04,High
CVE-2026-0027,2026-04,High
CVE-2026-0029,2026-04,High
CVE-2026-0030,2026-04,High
CVE-2026-0032,2026-04,High
CVE-2026-0037,2026-04,High
CVE-2026-0038,2026-04,High
CVE-2025-2879,2026-04,High
CVE-2026-0001,2026-04,High
CVE-2025-10865,2026-04,High
CVE-2025-13952,2026-04,High
CVE-2025-58408,2026-04,High
CVE-2026-0073,2026-05,Critical
CVE-2025-32348,2026-05,High
CVE-2025-48612,2026-05,High
CVE-2025-48615,2026-05,High
CVE-2026-0009,2026-05,High
CVE-2026-0058,2026-05,High
CVE-2026-0059,2026-05,High
CVE-2026-0060,2026-05,High
CVE-2026-0061,2026-05,High
CVE-2026-0062,2026-05,High
CVE-2026-0063,2026-05,High
CVE-2026-0065,2026-05,High
CVE-2026-0069,2026-05,High
CVE-2026-0070,2026-05,High
CVE-2026-0074,2026-05,High
CVE-2026-0075,2026-05,High
CVE-2026-0076,2026-05,High
CVE-2026-0078,2026-05,High
CVE-2026-0085,2026-05,High
CVE-2026-0087,2026-05,High
CVE-2026-0088,2026-05,High
CVE-2026-0091,2026-05,High
CVE-2026-0093,2026-05,High
CVE-2026-0094,2026-05,High
CVE-2025-48651,2026-05,High
CVE-2026-0097,2026-06,Critical
CVE-2026-21352,2026-06,Critical
CVE-2026-21353,2026-06,Critical
CVE-2025-48570,2026-06,High
CVE-2025-48595,2026-06,High
CVE-2026-0100,2026-06,High
CVE-2026-28577,2026-06,High
CVE-2026-28580,2026-06,High
CVE-2026-28586,2026-06,High
CVE-2026-28578,2026-06,High
CVE-2025-26418,2026-06,High
CVE-2026-0045,2026-06,High
CVE-2026-0059,2026-06,High
CVE-2026-0095,2026-06,High
CVE-2026-0096,2026-06,High
CVE-2026-0098,2026-06,High
CVE-2026-0099,2026-06,High
CVE-2026-28574,2026-06,High
CVE-2026-0050,2026-06,High
CVE-2026-28581,2026-06,High
CVE-2025-48648,2026-06,High
CVE-2026-0060,2026-06,High
